D:\Agilent\ICPMH\1\DATA\Vera\2025-06-16_ETV_TRA_O2.b\011SMPL.d,
242.24523,3682.66
242.27573,3571.55
242.30623,3554.38
242.33674,3687.71
242.36724,3658.41
242.39774,3595.79
242.42825,3672.56
242.45875,3580.64
242.48925,3555.39
242.51976,3613.97
242.55026,3551.36
242.58076,3554.38
242.61126,3551.36
242.64177,3482.69
242.67227,3690.74
242.70277,3613.97
242.73328,3713.98
242.76378,3591.75
242.79428,3509.95
242.82479,3582.66
242.85529,3603.87
242.88579,3587.71
242.91629,3467.55
242.9468,3659.42
242.9773,3534.19
243.0078,3558.42
243.03831,3555.39
243.06881,3548.33
243.09931,3553.37
243.12982,3565.49
243.16032,3545.3
243.19082,3570.54
243.22132,3575.59
243.25183,3739.24
243.28233,3646.29
243.31283,3650.33
243.34334,3759.44
243.37384,3622.05
243.40434,3729.13
243.43485,3544.29
243.46535,3627.1
243.49585,3523.08
243.52635,3518.03
243.55686,3367.61
243.58736,3633.16
243.61786,3610.94
243.64837,3757.42
243.67887,3694.78
243.70937,3729.13
243.73988,3610.94
243.77038,3572.56
243.80088,3609.93
243.83138,3751.36
243.86189,3536.21
243.89239,3593.77
243.92289,3608.92
243.9534,3586.7
243.9839,3549.34
244.0144,3691.75
244.04491,3622.05
244.07541,3775.61
244.10591,3538.23
244.13641,3529.14
244.16692,3640.23
244.19742,3661.44
244.22792,3646.29
244.25843,3625.08
244.28893,3775.61
244.31943,3585.69
244.34994,3637.2
244.38044,3696.8
244.41094,3727.11
244.44144,3487.74
244.47195,3698.82
244.50245,3615.99
244.53295,3597.81
244.56346,3563.47
244.59396,3639.22
244.62446,3604.88
244.65497,3578.62
244.68547,3664.48
244.71597,3575.59
244.74647,3655.38
244.77698,3687.71
244.80748,3520.05
244.83798,3560.44
244.86849,3553.37
244.89899,3553.37
244.92949,3663.47
244.96,3597.81
244.9905,3650.33
245.021,3620.03
245.0515,3666.5
245.08201,3536.21
245.11251,3615.99
245.14301,3562.46
245.17352,3654.37
245.20402,3700.84
245.23452,3537.22
245.26503,3682.66
245.29553,3648.31
245.32603,3604.88
245.35653,3527.12
245.38704,3781.67
245.41754,3714.99
245.44804,3580.64
245.47855,3559.43
245.50905,3525.1
245.53955,3576.6
245.57006,3532.17
245.60056,3570.54
245.63106,3721.05
245.66156,3678.62
245.69207,3717.01
245.72257,3586.7
245.75307,3623.06
245.78358,3525.1
245.81408,3621.04
245.84458,3765.51
245.87509,3658.41
245.90559,3590.74
245.93609,3621.04
245.96659,3681.65
245.9971,3671.55
246.0276,3551.36
246.0581,3628.11
246.08861,3651.34
246.11911,3577.61
246.14961,3601.85
246.18012,3640.23
246.21062,3751.36
246.24112,3561.45
246.27162,3625.08
246.30213,3610.94
246.33263,3500.87
246.36313,3741.26
246.39364,3668.52
246.42414,3605.89
246.45464,3600.84
246.48515,3576.6
246.51565,3559.43
246.54615,3640.23
246.57665,3579.63
246.60716,3636.19
246.63766,3708.93
246.66816,3729.13
246.69867,3624.07
246.72917,3699.83
246.75967,3631.14
246.79018,3660.43
246.82068,3550.35
246.85118,3697.81
246.88168,3600.84
246.91219,3752.37
246.94269,3595.79
246.97319,3596.8
247.0037,3617
247.0342,3712.97
247.0647,3580.64
247.09521,3746.31
247.12571,3604.88
247.15621,3711.96
247.18671,3539.24
247.21722,3668.52
247.24772,3600.84
247.27822,3688.72
247.30873,3739.24
247.33923,3609.93
247.36973,3632.15
247.40024,3654.37
247.43074,3632.15
247.46124,3717.01
247.49174,3594.78
247.52225,3467.55
247.55275,3727.11
247.58325,3597.81
247.61376,3505.92
247.64426,3626.09
247.67476,3628.11
247.70527,3488.75
247.73577,3667.51
247.76627,3752.37
247.79677,3568.52
247.82728,3706.9
247.85778,3734.18
247.88828,3693.77
247.91879,3621.04
247.94929,3567.51
247.97979,3685.69
248.0103,3685.69
248.0408,3619.02
248.0713,3751.36
248.1018,3605.89
248.13231,3562.46
248.16281,3549.34
248.19331,3607.91
248.22382,3710.95
248.25432,3533.18
248.28482,3651.34
248.31533,3691.75
248.34583,3624.07
248.37633,3617
248.40683,3606.9
248.43734,3526.11
248.46784,3687.71
248.49834,3710.95
248.52885,3569.53
248.55935,3637.2
248.58985,3654.37
248.62036,3590.74
248.65086,3622.05
248.68136,3643.26
248.71186,3505.92
248.74237,3644.27
248.77287,3654.37
248.80337,3622.05
248.83388,3660.43
248.86438,3653.36
248.89488,3644.27
248.92539,3671.55
248.95589,3734.18
248.98639,3690.74
249.01689,3596.8
249.0474,3592.76
249.0779,3626.09
249.1084,3681.65
249.13891,3569.53
249.16941,3647.3
249.19991,3539.24
249.23042,3605.89
249.26092,3515
249.29142,3706.9
249.32192,3637.2
249.35243,3713.98
249.38293,3714.99
249.41343,3768.54
249.44394,3587.71
249.47444,3528.13
249.50494,3605.89
249.53545,3628.11
249.56595,3625.08
249.59645,3683.67
249.62695,3644.27
249.65746,3601.85
249.68796,3643.26
249.71846,3504.91
249.74897,3593.77
249.77947,3575.59
249.80997,3658.41
249.84048,3585.69
249.87098,3648.31
249.90148,3560.44
249.93198,3657.4
249.96249,3693.77
249.99299,3604.88
250.02349,3664.48
250.054,3613.97
250.0845,3815.02
250.115,3618.01
250.14551,3524.09
250.17601,3723.07
250.20651,3626.09
250.23701,3609.93
250.26752,3678.62
250.29802,3720.04
250.32852,3658.41
250.35903,3718.02
250.38953,3653.36
250.42003,3663.47
250.45054,3693.77
250.48104,3671.55
250.51154,3747.32
250.54204,3673.57
250.57255,3678.62
250.60305,3708.93
250.63355,3646.29
250.66406,3562.46
250.69456,3685.69
250.72506,3854.44
250.75557,3709.94
250.78607,3533.18
250.81657,3773.59
250.84707,3751.36
250.87758,3604.88
250.90808,3689.73
250.93858,3685.69
250.96909,3687.71
250.99959,3657.4
251.03009,3783.69
251.0606,3597.81
251.0911,3702.86
251.1216,3693.77
251.1521,3660.43
251.18261,3640.23
251.21311,3659.42
251.24361,3717.01
251.27412,3548.33
251.30462,3718.02
251.33512,3752.37
251.36563,3727.11
251.39613,3676.6
251.42663,3612.96
251.45713,3632.15
251.48764,3801.88
251.51814,3777.63
251.54864,3772.58
251.57915,3699.83
251.60965,3712.97
251.64015,3601.85
251.67066,3596.8
251.70116,3644.27
251.73166,3637.2
251.76216,3677.61
251.79267,3631.14
251.82317,3675.59
251.85367,3601.85
251.88418,3815.02
251.91468,3738.22
251.94518,3637.2
251.97569,3694.78
252.00619,3740.25
252.03669,3753.38
252.06719,3694.78
252.0977,3598.82
252.1282,3657.4
252.1587,3766.52
252.18921,3706.9
252.21971,3516.01
252.25021,3700.84
252.28072,3874.65
252.31122,3725.09
252.34172,3631.14
252.37222,3709.94
252.40273,3629.12
252.43323,3576.6
252.46373,3687.71
252.49424,3608.92
252.52474,3648.31
252.55524,3714.99
252.58575,3509.95
252.61625,3750.35
252.64675,3617
252.67725,3767.53
252.70776,3733.17
252.73826,3691.75
252.76876,3644.27
252.79927,3694.78
252.82977,3725.09
252.86027,3710.95
252.89078,3599.83
252.92128,3732.16
252.95178,3744.29
252.98228,3706.9
253.01279,3708.93
253.04329,3730.14
253.07379,3638.21
253.1043,3615.99
253.1348,3729.13
253.1653,3767.53
253.19581,3776.62
253.22631,3654.37
253.25681,3621.04
253.28731,3719.03
253.31782,3665.49
253.34832,3782.68
253.37882,3669.53
253.40933,3718.02
253.43983,3586.7
253.47033,3592.76
253.50084,3779.65
253.53134,3720.04
253.56184,3764.5
253.59234,3701.85
253.62285,3680.64
253.65335,3634.17
253.68385,3748.33
253.71436,3749.34
253.74486,3693.77
253.77536,3757.42
253.80587,3686.7
253.83637,3738.22
253.86687,3767.53
253.89737,3658.41
253.92788,3649.32
253.95838,3663.47
253.98888,3710.95
254.01939,3706.9
254.04989,3522.07
254.08039,3764.5
254.1109,3771.57
254.1414,3525.1
254.1719,3738.22
254.2024,3726.1
254.23291,3630.13
254.26341,3721.05
254.29391,3722.06
254.32442,3711.96
254.35492,3704.88
254.38542,3706.9
254.41593,3751.36
254.44643,3668.52
254.47693,3706.9
254.50743,3656.39
254.53794,3809.97
254.56844,3720.04
254.59894,3742.27
254.62945,3670.54
254.65995,3626.09
254.69045,3779.65
254.72096,3716
254.75146,3666.5
254.78196,3733.17
254.81246,3586.7
254.84297,3710.95
254.87347,3719.03
254.90397,3755.4
254.93448,3738.22
254.96498,3757.42
254.99548,3777.63
255.02599,3744.29
255.05649,3765.51
255.08699,3744.29
255.11749,3663.47
255.148,3687.71
255.1785,3751.36
255.209,3728.12
255.23951,3657.4
255.27001,3756.41
255.30051,3689.73
255.33102,3653.36
255.36152,3703.87
255.39202,3801.88
255.42252,3563.47
255.45303,3613.97
255.48353,3764.5
255.51403,3707.92
255.54454,3686.7
255.57504,3677.61
255.60554,3709.94
255.63605,3693.77
255.66655,3671.55
255.69705,3748.33
255.72755,3782.68
255.75806,3842.31
255.78856,3617
255.81906,3728.12
255.84957,3720.04
255.88007,3723.07
255.91057,3693.77
255.94108,3662.46
255.97158,3664.48
256.00208,3711.96
256.03258,3758.43
256.06309,3798.85
256.09359,3789.76
256.12409,3625.08
256.1546,3701.85
256.1851,3764.5
256.2156,3839.28
256.24611,3758.43
256.27661,3862.52
256.30711,3827.15
256.33761,3706.9
256.36812,3689.73
256.39862,3645.28
256.42912,3747.32
256.45963,3746.31
256.49013,3638.21
256.52063,3695.79
256.55114,3803.9
256.58164,3617
256.61214,3756.41
256.64264,3719.03
256.67315,3774.6
256.70365,3747.32
256.73415,3777.63
256.76466,3805.93
256.79516,3713.98
256.82566,3821.08
256.85617,3759.44
256.88667,3843.32
256.91717,3732.16
256.94767,3806.94
256.97818,3689.73
257.00868,3728.12
257.03918,3679.63
257.06969,3750.35
257.10019,3623.06
257.13069,3673.57
257.1612,3827.15
257.1917,3750.35
257.2222,3668.52
257.2527,3798.85
257.28321,3798.85
257.31371,3790.77
257.34421,3794.81
257.37472,3720.04
257.40522,3802.89
257.43572,3702.86
257.46623,3730.14
257.49673,3671.55
257.52723,3651.34
257.55773,3699.83
257.58824,3664.48
257.61874,3677.61
257.64924,3767.53
257.67975,3741.26
257.71025,3790.77
257.74075,3711.96
257.77126,3856.46
257.80176,3641.24
257.83226,3729.13
257.86276,3682.66
257.89327,3552.36
257.92377,3697.81
257.95427,3716
257.98478,3691.75
258.01528,3667.51
258.04578,3727.11
258.07629,3792.79
258.10679,3833.21
258.13729,3722.06
258.16779,3799.86
258.1983,3741.26
258.2288,3798.85
258.2593,3651.34
258.28981,3720.04
258.32031,3727.11
258.35081,3853.42
258.38132,3780.66
258.41182,3675.59
258.44232,3670.54
258.47282,3661.44
258.50333,3714.99
258.53383,3774.6
258.56433,3772.58
258.59484,3682.66
258.62534,3798.85
258.65584,3887.79
258.68635,3763.48
258.71685,3747.32
258.74735,3936.31
258.77785,3843.32
258.80836,3779.65
258.83886,3842.31
258.86936,3676.6
258.89987,3728.12
258.93037,3749.34
258.96087,3617
258.99138,3787.74
259.02188,3649.32
259.05238,3759.44
259.08288,3668.52
259.11339,3775.61
259.14389,3777.63
259.17439,3869.6
259.2049,3779.65
259.2354,3744.29
259.2659,3832.2
259.29641,3696.8
259.32691,3705.89
259.35741,3764.5
259.38791,3700.84
259.41842,3776.62
259.44892,3786.73
259.47942,3732.16
259.50993,3724.08
259.54043,3911.04
259.57093,3663.47
259.60144,3781.67
259.63194,3712.97
259.66244,3749.34
259.69294,3789.76
259.72345,3650.33
259.75395,3720.04
259.78445,3821.08
259.81496,3779.65
259.84546,3772.58
259.87596,3775.61
259.90647,3766.52
259.93697,3684.68
259.96747,3728.12
259.99797,3781.67
260.02848,3835.23
260.05898,3755.4
260.08948,3667.51
260.11999,3825.13
260.15049,3798.85
260.18099,3776.62
260.2115,3854.44
260.242,3729.13
260.2725,3727.11
260.303,3795.82
260.33351,3837.25
260.36401,3910.03
260.39451,3754.39
260.42502,3716
260.45552,3873.64
260.48602,3736.2
260.51653,3824.12
260.54703,3728.12
260.57753,3738.22
260.60803,3906.99
260.63854,3873.64
260.66904,3607.91
260.69954,3725.09
260.73005,3848.37
260.76055,3801.88
260.79105,3950.46
260.82156,3785.71
260.85206,3840.29
260.88256,3729.13
260.91306,3830.18
260.94357,3845.34
260.97407,3785.71
261.00457,3754.39
261.03508,3848.37
261.06558,3767.53
261.09608,3832.2
261.12659,3849.38
261.15709,3734.18
261.18759,3815.02
261.21809,3880.71
261.2486,3889.81
261.2791,3858.48
261.3096,3838.26
261.34011,3868.58
261.37061,3739.24
261.40111,3775.61
261.43162,3819.06
261.46212,3634.17
261.49262,3989.89
261.52312,3861.51
261.55363,3943.39
261.58413,3847.36
261.61463,3779.65
261.64514,3928.22
261.67564,3739.24
261.70614,3850.39
261.73665,3768.54
261.76715,3753.38
261.79765,3804.92
261.82815,3749.34
261.85866,3851.4
261.88916,3860.5
261.91966,3779.65
261.95017,3789.76
261.98067,3862.52
262.01117,3854.44
262.04168,3778.64
262.07218,3816.03
262.10268,3798.85
262.13318,3798.85
262.16369,3860.5
262.19419,3792.79
262.22469,3755.4
262.2552,3789.76
262.2857,3708.93
262.3162,3943.39
262.34671,3956.53
262.37721,3866.56
262.40771,3858.48
262.43821,3805.93
262.46872,3928.22
262.49922,3798.85
262.52972,3806.94
262.56023,3842.31
262.59073,3885.77
262.62123,3849.38
262.65174,3894.87
262.68224,3882.74
262.71274,3966.64
262.74324,3884.76
262.77375,3830.18
262.80425,3902.95
262.83475,3908.01
262.86526,3877.68
262.89576,3806.94
262.92626,3834.22
262.95677,3862.52
262.98727,3815.02
263.01777,3839.28
263.04827,3841.3
263.07878,3764.5
263.10928,3724.08
263.13978,3837.25
263.17029,3651.34
263.20079,3825.13
263.23129,3893.85
263.2618,3674.58
263.2923,3952.49
263.3228,3881.72
263.3533,3823.11
263.38381,3748.33
263.41431,3909.02
263.44481,3881.72
263.47532,3855.45
263.50582,3839.28
263.53632,3783.69
263.56683,3901.94
263.59733,3861.51
263.62783,3851.4
263.65833,3815.02
263.68884,3886.78
263.71934,3865.55
263.74984,3840.29
263.78035,4033.37
263.81085,3765.51
263.84135,3854.44
263.87186,3847.36
263.90236,4010.11
263.93286,3894.87
263.96336,3846.35
263.99387,3958.55
264.02437,3844.33
264.05487,3844.33
264.08538,3804.92
264.11588,3786.73
264.14638,3782.68
264.17689,3898.91
264.20739,3865.55
264.23789,3854.44
264.26839,3901.94
264.2989,3930.24
264.3294,4010.11
264.3599,3800.87
264.39041,3870.61
264.42091,3981.8
264.45141,3850.39
264.48192,3807.95
264.51242,3720.04
264.54292,3775.61
264.57342,3916.09
264.60393,3765.51
264.63443,3940.35
264.66493,3828.16
264.69544,3816.03
264.72594,3942.38
264.75644,3863.53
264.78695,3896.89
264.81745,3843.32
264.84795,3852.41
264.87845,3905.98
264.90896,3845.34
264.93946,3908.01
264.96996,3997.98
265.00047,4033.37
265.03097,3800.87
265.06147,4006.07
265.09198,3760.45
265.12248,3961.58
265.15298,3876.67
265.18348,3798.85
265.21399,3851.4
265.24449,3870.61
265.27499,3919.13
265.3055,3869.6
265.336,3998.99
265.3665,3993.94
265.39701,3908.01
265.42751,3779.65
265.45801,3821.08
265.48851,3897.9
265.51902,3894.87
265.54952,3859.49
265.58002,3891.83
265.61053,3857.47
265.64103,3914.07
265.67153,3851.4
265.70204,3906.99
265.73254,3956.53
265.76304,3855.45
265.79354,3879.7
265.82405,3892.84
265.85455,3913.06
265.88505,4013.15
265.91556,3896.89
265.94606,3911.04
265.97656,3898.91
266.00707,3844.33
266.03757,4024.27
266.06807,3953.5
266.09857,4036.4
266.12908,3944.4
266.15958,4001.01
266.19008,3934.29
266.22059,3879.7
266.25109,3800.87
266.28159,3934.29
266.3121,3909.02
266.3426,3987.87
266.3731,3895.88
266.4036,4011.13
266.43411,4082.92
266.46461,4426.94
266.49511,3991.92
266.52562,4058.65
266.55612,4302.45
266.58662,4494.76
266.61713,4500.84
266.64763,4495.78
266.67813,4363.17
266.70863,5016.56
266.73914,4247.81
266.76964,5821.49
266.80014,5148.39
266.83065,6532.48
266.86115,6194.61
266.89165,7404.04
266.92216,7825.78
266.95266,6773.86
266.98316,7641.91
267.01366,7764.48
267.04417,9224.18
267.07467,9559.73
267.10517,10843.18
267.13568,12973.65
267.16618,6384.88
267.19668,8200.96
267.22719,9144.18
267.25769,8764.96
267.28819,9224.18
267.31869,10795.8
267.3492,11822.16
267.3797,14022.74
267.4102,7393.83
267.44071,14919.59
267.47121,14326.3
267.50171,12711.58
267.53222,14527.08
267.56272,14124.59
267.59322,12996.45
267.62372,12252.12
267.65423,11905.84
267.68473,13038.94
267.71523,13307.46
267.74574,14475.05
267.77624,14032.1
267.80674,12718.83
267.83725,11508.27
267.86775,13644.68
267.89825,14197.36
267.92875,13717.36
267.95926,15136.32
267.98976,14117.32
268.02026,16065.14
268.05077,15789.38
268.08127,9280.59
268.11177,17900.39
268.14228,18062.14
268.17278,17181.75
268.20328,15220.76
268.23378,14412.63
268.26429,15871.88
268.29479,15016.48
268.32529,15810.26
268.3558,13719.43
268.3863,19121.58
268.4168,18058.99
268.44731,19229.07
268.47781,17570.8
268.50831,15716.3
268.53881,12902.16
268.56932,18149.35
268.59982,13757.85
268.63032,13529.47
268.66083,14606.17
268.69133,14503.15
268.72183,15502.35
268.75234,9639.81
268.78284,19261.74
268.81334,16003.49
268.84384,14148.5
268.87435,16505.31
268.90485,15707.94
268.93535,20109.05
268.96586,16667.5
268.99636,16100.67
269.02686,15110.27
269.05737,17032.96
269.08787,16237.59
269.11837,21113.97
269.14887,15366.74
269.17938,13301.24
269.20988,17740.8
269.24038,15201.99
269.27089,15961.7
269.30139,14577.03
269.33189,17895.14
269.3624,15082.13
269.3929,16854.9
269.4234,10786.53
269.4539,21958.09
269.48441,20837.62
269.51491,16921.92
269.54541,17040.29
269.57592,16022.3
269.60642,16376.65
269.63692,16328.55
269.66743,15079
269.69793,16332.73
269.72843,18939.36
269.75893,17588.63
269.78944,18825.65
269.81994,12882.47
269.85044,16152.92
269.88095,17081.15
269.91145,17555.06
269.94195,16873.74
269.97246,17179.66
270.00296,17210.05
270.03346,14830.01
270.06396,12061.88
270.09447,11667.25
270.12497,19837.66
270.15547,15357.36
270.18598,15535.74
270.21648,16486.48
270.24698,18485.77
270.27749,13968.71
270.30799,15888.59
270.33849,17123.07
270.36899,15670.37
270.3995,19818.66
270.43,19386.13
270.4605,24967.23
270.49101,12623.58
270.52151,12512.83
270.55201,15172.8
270.58252,13674.79
270.61302,15310.43
270.64352,14566.62
270.67402,15985.73
270.70453,13431.94
270.73503,12890.76
270.76553,12522.14
270.79604,18784.59
270.82654,20206.25
270.85704,16929.25
270.88755,17034
270.91805,16287.77
270.94855,14334.62
270.97905,17838.44
271.00956,14668.63
271.04006,16863.27
271.07056,18603.58
271.10107,13633.26
271.13157,21097.03
271.16207,12733.33
271.19258,13473.44
271.22308,14980.01
271.25358,18029.57
271.28408,15959.61
271.31459,15182.19
271.34509,14097.57
271.37559,15551.39
271.4061,11123.51
271.4366,17399.82
271.4671,14452.17
271.49761,14697.77
271.52811,14616.58
271.55861,12464.19
271.58911,15204.08
271.61962,14028.98
271.65012,15958.57
271.68062,14133.95
271.71113,15153
271.74163,17158.7
271.77213,17194.33
271.80264,21295.15
271.83314,13646.76
271.86364,15317.73
271.89414,14386.63
271.92465,15326.07
271.95515,11556.78
271.98565,13891.83
272.01616,14304.46
272.04666,15356.31
272.07716,8120.17
272.10767,14778.99
272.13817,16355.74
272.16867,17070.67
272.19917,16907.26
272.22968,14016.51
272.26018,13800.43
272.29068,15060.24
272.32119,17947.65
272.35169,14714.43
272.38219,13693.48
272.4127,17029.81
272.4432,15339.63
272.4737,16426.86
272.5042,10526.01
272.53471,11811.83
272.56521,14051.84
272.59571,14363.74
272.62622,11616.66
272.65672,13318.87
272.68722,14509.39
272.71773,14048.72
272.74823,10141.25
272.77873,15267.67
272.80923,15616.09
272.83974,14148.5
272.87024,12522.14
272.90074,13175.76
272.93125,14293.02
272.96175,12785.11
272.99225,15778.94
273.02276,12337.97
273.05326,17576.04
273.08376,12000.91
273.11426,16596.34
273.14477,11622.85
273.17527,13390.44
273.20577,12588.38
273.23628,14142.27
273.26678,13274.27
273.29728,14146.42
273.32779,12740.58
273.35829,12359.69
273.38879,12228.34
273.41929,7879.94
273.4498,15925.14
273.4803,13354.13
273.5108,12760.25
273.54131,13733.97
273.57181,13082.47
273.60231,11488.66
273.63282,13797.31
273.66332,14350.22
273.69382,14890.42
273.72432,17931.89
273.75483,13123.93
273.78533,16507.4
273.81583,12870.04
273.84634,12323.49
273.87684,14284.7
273.90734,9221.1
273.93785,13045.15
273.96835,12376.25
273.99885,11024.55
274.02935,13246.27
274.05986,12130.11
274.09036,9125.72
274.12086,15151.96
274.15137,15317.73
274.18187,13675.83
274.21237,13361.39
274.24288,12140.45
274.27338,10605.28
274.30388,11828.36
274.33438,13584.48
274.36489,11107.01
274.39539,13678.94
274.42589,12604.95
274.4564,15476.27
274.4869,10708.25
274.5174,11351.43
274.54791,9912.02
274.57841,10937.98
274.60891,13862.75
274.63941,11564.01
274.66992,13704.9
274.70042,12029.84
274.73092,10530.13
274.76143,10747.39
274.79193,12501.44
274.82243,12551.12
274.85294,12650.5
274.88344,11717.85
274.91394,12121.84
274.94444,11060.62
274.97495,9661.38
275.00545,10859.67
275.03595,12092.9
275.06646,14876.88
275.09696,10388.11
275.12746,15025.85
275.15797,8378.97
275.18847,11113.2
275.21897,9615.17
275.24947,9449.89
275.27998,11024.55
275.31048,9971.63
275.34098,9345.23
275.37149,9932.58
275.40199,9192.38
275.43249,10685.59
275.463,12388.66
275.4935,12966.4
275.524,11077.12
275.5545,11103.92
275.58501,10516.75
275.61551,13137.41
275.64601,9858.59
275.67652,11588.78
275.70702,11703.39
275.73752,11803.57
275.76803,10486.9
275.79853,12734.36
275.82903,9039.6
275.85953,9259.05
275.89004,10856.58
275.92054,8804.92
275.95104,11171.97
275.98155,10245.12
276.01205,10154.62
276.04255,9901.75
276.07306,7660.29
276.10356,9461.18
276.13406,13665.45
276.16456,10187.52
276.19507,10474.55
276.22557,10789.62
276.25607,10264.66
276.28658,9514.56
276.31708,8382.04
276.34758,9146.23
276.37809,8621.58
276.40859,12973.65
276.43909,9121.62
276.46959,13911.57
276.5001,9801.06
276.5306,9788.73
276.5611,7906.51
276.59161,9896.61
276.62211,8420.93
276.65261,9655.21
276.68312,8590.86
276.71362,8364.65
276.74412,6320.77
276.77462,9743.54
276.80513,8784.43
276.83563,8369.76
276.86613,10920.46
276.89664,8756.77
276.92714,8378.97
276.95764,10679.42
276.98815,9527.9
277.01865,8359.53
277.04915,10331.52
277.07965,9410.9
277.11016,11153.41
277.14066,10147.42
277.17116,7233.64
277.20167,8446.52
277.23217,8846.92
277.26267,7108.19
277.29318,8187.66
277.32368,8456.75
277.35418,7974.99
277.38468,7456.09
277.41519,5860.11
277.44569,11704.42
277.47619,9201.61
277.5067,9975.74
277.5372,9313.42
277.5677,8422.98
277.59821,9272.39
277.62871,7718.51
277.65921,7325.46
277.68971,8458.8
277.72022,7515.3
277.75072,8267.45
277.78122,8755.74
277.81173,8099.72
277.84223,6071.55
277.87273,7914.69
277.90324,7566.35
277.93374,7576.56
277.96424,8557.07
277.99474,8080.29
278.02525,7542.86
278.05575,8755.74
278.08625,5504.58
278.11676,8989.37
278.14726,8214.26
278.17776,8198.91
278.20827,7314.24
278.23877,6136.64
278.26927,7561.24
278.29977,7072.5
278.33028,7354.03
278.36078,8858.19
278.39128,7958.63
278.42179,8019.97
278.45229,10553.81
278.48279,7809.43
278.5133,6693.38
278.5438,7442.82
278.5743,7324.44
278.6048,7003.17
278.63531,6851.3
278.66581,7464.26
278.69631,6663.85
278.72682,7381.59
278.75732,5648.78
278.78782,7749.16
278.81833,7188.76
278.84883,7924.91
278.87933,7032.73
278.90983,6947.1
278.94034,7187.74
278.97084,7577.58
279.00134,7620.47
279.03185,7611.27
279.06235,7015.4
279.09285,6538.59
279.12336,8525.33
279.15386,5961.75
279.18436,6306.52
279.21486,7212.22
279.24537,6317.72
279.27587,6930.79
279.30637,7016.42
279.33688,6454.09
279.36738,6559.97
279.39788,6864.55
279.42839,5923.12
279.45889,7242.82
279.48939,7495.9
279.51989,6657.74
279.5504,6761.64
279.5809,6587.47
279.6114,6619.03
279.64191,7053.13
279.67241,6793.22
279.70291,6587.47
279.73342,7673.57
279.76392,8054.73
279.79442,7927.97
279.82492,6408.29
279.85543,7206.1
279.88593,6204.79
279.91643,7143.88
279.94694,6167.15
279.97744,6831.94
280.00794,6717.83
280.03845,6030.88
280.06895,5633.55
280.09945,5594.96
280.12995,6215.97
280.16046,5861.12
280.19096,6026.81
280.22146,6464.27
280.25197,7025.6
280.28247,5836.73
280.31297,6806.47
280.34348,6679.12
280.37398,6783.03
280.40448,6729.04
280.43498,6293.3
280.46549,7675.61
280.49599,5499.51
280.52649,6028.85
280.557,6129.52
280.5875,6075.62
280.618,6026.81
280.64851,5978.01
280.67901,6222.08
280.70951,6073.59
280.74001,6229.2
280.77052,6528.41
280.80102,6893.08
280.83152,6599.69
280.86203,6600.7
280.89253,5889.58
280.92303,6408.29
280.95354,5921.09
280.98404,5758.49
281.01454,5783.89
281.04504,5428.45
281.07555,6712.74
281.10605,6178.34
281.13655,6522.3
281.16706,5426.42
281.19756,5920.07
281.22806,6186.48
281.25857,5898.73
281.28907,6170.2
281.31957,5679.25
281.35007,6181.39
281.38058,5696.52
281.41108,4922.28
281.44158,6321.79
281.47209,6146.81
281.50259,5768.65
281.53309,5986.15
281.5636,6075.62
281.5941,6042.06
281.6246,6800.35
281.6551,5934.3
281.68561,5885.51
281.71611,6057.32
281.74661,5864.17
281.77712,6188.51
281.80762,7003.17
281.83812,5375.67
281.86863,5864.17
281.89913,5606.13
281.92963,5229.55
281.96013,5256.94
281.99064,5818.44
282.02114,5833.68
282.05164,5808.28
282.08215,5049.01
282.11265,6094.94
282.14315,6054.27
282.17366,6395.06
282.20416,5829.62
282.23466,5461.94
282.26516,5869.25
282.29567,5670.11
282.32617,5624.41
282.35667,5615.27
282.38718,5635.58
282.41768,6372.67
282.44818,5733.09
282.47869,5704.65
282.50919,5392.92
282.53969,5305.64
282.57019,5399.01
282.6007,5507.63
282.6312,5241.72
282.6617,5671.13
282.69221,5900.76
282.72271,5618.31
282.75321,5009.46
282.78372,6012.58
282.81422,5711.76
282.84472,5192.01
282.87522,5118.98
282.90573,5517.78
282.93623,5220.42
282.96673,5127.09
282.99724,5482.25
283.02774,5519.81
283.05824,5272.16
283.08875,5355.37
283.11925,6019.7
283.14975,5201.14
283.18025,5346.23
283.21076,5230.56
283.24126,5045.97
283.27176,5289.41
283.30227,5054.08
283.33277,5183.9
283.36327,5165.64
283.39378,5267.09
283.42428,4829.03
283.45478,5232.59
283.48528,5345.22
283.51579,5751.38
283.54629,5369.58
283.57679,5536.06
283.6073,5567.54
283.6378,5687.38
283.6683,5513.72
283.69881,5037.85
283.72931,5503.57
283.75981,4939.51
283.79031,5899.74
283.82082,4782.42
283.85132,4856.4
283.88182,5120
283.91233,5208.24
283.94283,5127.09
283.97333,5377.7
284.00384,5087.54
284.03434,5274.19
284.06484,5117.97
284.09534,5071.32
284.12585,5740.21
284.15635,5223.46
284.18685,5191
284.21736,4801.67
284.24786,4995.27
284.27836,5004.39
284.30887,5179.84
284.33937,5084.5
284.36987,4878.69
284.40037,5638.63
284.43088,5007.44
284.46138,5774.75
284.49188,4917.21
284.52239,4823.97
284.55289,5237.66
284.58339,5233.6
284.6139,5121.01
284.6444,5077.4
284.6749,4851.33
284.7054,5218.39
284.73591,4666.92
284.76641,5431.49
284.79691,5117.97
284.82742,5637.61
284.85792,4804.71
284.88842,4860.45
